ZONE,COUNTY,MODE,TRIPS
1301,Pinellas County,AUTO,2190.87
1301,Pinellas County,BIKE,190.22
1301,Pinellas County,OTHER,190.22
1301,Pinellas County,TRANSIT,429.83
1301,Pinellas County,WALK,541.26
1302,Pinellas County,AUTO,7824.57
1302,Pinellas County,BIKE,1999.1
1302,Pinellas County,WALK,1063.27
1303,Pinellas County,AUTO,4992.48
1303,Pinellas County,TRANSIT,151.68
1303,Pinellas County,WALK,204.37
1304,Pinellas County,AUTO,10063.84
1304,Pinellas County,SCHOOL BUS,25.77
1304,Pinellas County,TRANSIT,98.37
1304,Pinellas County,WALK,6016.71
1305,Pinellas County,AUTO,57.41
1306,Pinellas County,AUTO,1014.24
1306,Pinellas County,BIKE,124.11
1306,Pinellas County,WALK,198.26
1307,Pinellas County,AUTO,5043.96
1307,Pinellas County,WALK,216.08
1308,Pinellas County,AUTO,2267.71
1309,Pinellas County,AUTO,8632.19
1309,Pinellas County,OTHER,634.18
1310,Pinellas County,AUTO,386.37
1310,Pinellas County,TRANSIT,520.82
1311,Pinellas County,AUTO,18678.24
1313,Pinellas County,AUTO,81.31
1313,Pinellas County,WALK,121.97
1314,Pinellas County,AUTO,15453.18
1314,Pinellas County,BIKE,1938.28
1315,Pinellas County,AUTO,1131.88
1315,Pinellas County,TNC,99.54
1316,Pinellas County,AUTO,11102.77
1318,Pinellas County,AUTO,3919.3
1318,Pinellas County,WALK,22.73
1319,Pinellas County,AUTO,10998.25
1320,Pinellas County,AUTO,367.54
1320,Pinellas County,BIKE,124.11
1321,Pinellas County,AUTO,235.51
1322,Pinellas County,AUTO,799.85
1324,Pinellas County,AUTO,4287.72
1325,Pinellas County,AUTO,6747.46
1326,Pinellas County,AUTO,14160.26
1327,Pinellas County,AUTO,10717.71
1328,Pinellas County,AUTO,7025.72
1328,Pinellas County,BIKE,124.11
1328,Pinellas County,TRANSIT,106.51
1328,Pinellas County,WALK,124.11
1329,Pinellas County,AUTO,1139.78
1331,Pinellas County,AUTO,149.91
1332,Pinellas County,AUTO,582.69
1333,Pinellas County,AUTO,1980.9
1333,Pinellas County,TRANSIT,520.82
1334,Pinellas County,AUTO,1588.26
1335,Pinellas County,AUTO,7397.65
1335,Pinellas County,OTHER,952.72
1335,Pinellas County,TRANSIT,22.98
1336,Pinellas County,AUTO,3771.36
1336,Pinellas County,WALK,6065.91
1337,Pinellas County,AUTO,2943.94
1338,Pinellas County,AUTO,3814
1339,Pinellas County,AUTO,450.12
1340,Pinellas County,AUTO,150.67
1340,Pinellas County,WALK,266.86
1341,Pinellas County,AUTO,115.49
1342,Pinellas County,AUTO,5028.38
1343,Pinellas County,AUTO,1059.66
1344,Pinellas County,AUTO,18473.24
1344,Pinellas County,OTHER,190.22
1344,Pinellas County,TNC,1261.36
1344,Pinellas County,TRANSIT,1046.31
1344,Pinellas County,WALK,2821.39
1345,Pinellas County,AUTO,447.62
1346,Pinellas County,AUTO,1125.86
1347,Pinellas County,AUTO,5449.67
1348,Pinellas County,AUTO,3266.11
1348,Pinellas County,BIKE,139.55
1348,Pinellas County,TRANSIT,41.12
1349,Pinellas County,AUTO,172.76
1350,Pinellas County,AUTO,1568.88
1351,Pinellas County,AUTO,4585.94
1352,Pinellas County,AUTO,8597.41
1352,Pinellas County,OTHER,784.41
1352,Pinellas County,WALK,98.47
1353,Pinellas County,AUTO,4671.63
1353,Pinellas County,TRANSIT,663.94
1354,Pinellas County,AUTO,1794.99
1354,Pinellas County,WALK,1870.79
1355,Pinellas County,AUTO,583.61
1356,Pinellas County,AUTO,24283.55
1357,Pinellas County,AUTO,16611.1
1358,Pinellas County,AUTO,32.03
1359,Pinellas County,AUTO,4599.45
1359,Pinellas County,WALK,197.19
1360,Pinellas County,TAXI NOT TNC,32.53
1360,Pinellas County,TRANSIT,150.43
1361,Pinellas County,AUTO,885.78
1361,Pinellas County,BIKE,72.27
1362,Pinellas County,AUTO,148.15
1363,Pinellas County,AUTO,4756.23
1363,Pinellas County,BIKE,72.27
1364,Pinellas County,AUTO,5855.7
1364,Pinellas County,WALK,101.87
1365,Pinellas County,AUTO,2425.54
1365,Pinellas County,WALK,27
1366,Pinellas County,AUTO,2172.75
1366,Pinellas County,TNC,139.03
1367,Pinellas County,AUTO,1331.44
1368,Pinellas County,AUTO,1165.67
1369,Pinellas County,AUTO,2092.25
1369,Pinellas County,SHUTTLE VANPOOL,137.72
1370,Pinellas County,AUTO,1282.77
1370,Pinellas County,LONG DIST PASS,4662
1370,Pinellas County,WALK,39.97
1371,Pinellas County,AUTO,2368.06
1372,Pinellas County,AUTO,5598.82
1372,Pinellas County,WALK,463.41
1373,Pinellas County,AUTO,3875.6
1374,Pinellas County,AUTO,2291.23
1375,Pinellas County,AUTO,12033.31
1375,Pinellas County,WALK,1858.9
1376,Pinellas County,AUTO,3069.2
1376,Pinellas County,TRANSIT,443.23
1376,Pinellas County,WALK,1781.93
1377,Pinellas County,AUTO,20795.06
1378,Pinellas County,AUTO,5237.52
1378,Pinellas County,BIKE,66.83
1379,Pinellas County,AUTO,693.71
1380,Pinellas County,AUTO,509.27
1381,Pinellas County,AUTO,567.45
1382,Pinellas County,AUTO,3211.62
1383,Pinellas County,AUTO,1829.98
1384,Pinellas County,AUTO,1710.14
1384,Pinellas County,TRANSIT,42.63
1385,Pinellas County,AUTO,1886.47
1386,Pinellas County,AUTO,6253.17
1386,Pinellas County,WALK,560.55
1387,Pinellas County,AUTO,1639.81
1387,Pinellas County,WALK,600.17
1388,Pinellas County,AUTO,281.61
1389,Pinellas County,AUTO,8785.33
1389,Pinellas County,TRANSIT,1124.82
1389,Pinellas County,WALK,1198.68
1390,Pinellas County,AUTO,44.1
1391,Pinellas County,AUTO,1225.47
1391,Pinellas County,WALK,101.67
1392,Pinellas County,AUTO,13427.95
1393,Pinellas County,AUTO,388.33
1394,Pinellas County,AUTO,2241.04
1394,Pinellas County,WALK,98.27
1395,Pinellas County,AUTO,11179.66
1396,Pinellas County,AUTO,626.56
1397,Pinellas County,AUTO,2286.32
1397,Pinellas County,WALK,2322.46
1398,Pinellas County,AUTO,4379.15
1399,Pinellas County,AUTO,2150.93
1400,Pinellas County,AUTO,4308.6
1400,Pinellas County,SCHOOL BUS,1110.85
1401,Pinellas County,AUTO,1427.39
1401,Pinellas County,WALK,119.62
1402,Pinellas County,AUTO,869.53
1402,Pinellas County,TNC,81.66
1402,Pinellas County,WALK,36.57
1403,Pinellas County,AUTO,197.48
1403,Pinellas County,WALK,358.87
1404,Pinellas County,AUTO,285.95
1405,Pinellas County,AUTO,4.36
1406,Pinellas County,AUTO,7773.35
1406,Pinellas County,BIKE,43.04
1406,Pinellas County,WALK,101.67
1407,Pinellas County,AUTO,2094.25
1408,Pinellas County,AUTO,2808.35
1408,Pinellas County,WALK,98.27
1409,Pinellas County,AUTO,5119.42
1409,Pinellas County,WALK,98.29
1410,Pinellas County,AUTO,4481.34
1410,Pinellas County,WALK,765.14
1411,Pinellas County,AUTO,3201.31
1411,Pinellas County,SCHOOL BUS,965.24
1411,Pinellas County,TRANSIT,1687.23
1411,Pinellas County,WALK,2534.81
1412,Pinellas County,AUTO,8651.84
1412,Pinellas County,TRANSIT,562.41
1412,Pinellas County,WALK,1124.82
1413,Pinellas County,AUTO,10645.8
1415,Pinellas County,AUTO,1752.7
1416,Pinellas County,AUTO,1019.51
1416,Pinellas County,WALK,58.48
1417,Pinellas County,AUTO,98.29
1417,Pinellas County,OTHER,34.62
1418,Pinellas County,AUTO,9953.26
1419,Pinellas County,AUTO,19160.59
1419,Pinellas County,BIKE,365.98
1419,Pinellas County,WALK,182.99
1420,Pinellas County,AUTO,2700.9
1420,Pinellas County,WALK,181.46
1421,Pinellas County,AUTO,1123.16
1422,Pinellas County,AUTO,2099.55
1422,Pinellas County,WALK,391.53
1423,Pinellas County,AUTO,12193.88
1425,Pinellas County,AUTO,6434.47
1426,Pinellas County,AUTO,2567.68
1426,Pinellas County,WALK,4582.56
1427,Pinellas County,AUTO,8065.45
1427,Pinellas County,WALK,1110.85
1428,Pinellas County,AUTO,7138.18
1429,Pinellas County,AUTO,6082.34
1429,Pinellas County,OTHER,3287.6
1429,Pinellas County,TRANSIT,443.23
1430,Pinellas County,AUTO,7849.24
1431,Pinellas County,AUTO,10790.51
1431,Pinellas County,WALK,2008.05
1432,Pinellas County,AUTO,3640.68
1433,Pinellas County,AUTO,441.19
1434,Pinellas County,AUTO,6047.11
1434,Pinellas County,TNC,41.08
1436,Pinellas County,AUTO,2962
1437,Pinellas County,AUTO,13152.12
1437,Pinellas County,BIKE,30.01
1437,Pinellas County,OTHER,34.62
1438,Pinellas County,AUTO,601.99
1439,Pinellas County,AUTO,79.13
1440,Pinellas County,AUTO,5409.4
1441,Pinellas County,AUTO,1787.37
1442,Pinellas County,AUTO,4076.72
1442,Pinellas County,OTHER,241.19
1443,Pinellas County,AUTO,2456.04
1444,Pinellas County,AUTO,199.19
1445,Pinellas County,AUTO,12536.13
1446,Pinellas County,AUTO,343.4
1446,Pinellas County,BIKE,30.01
1446,Pinellas County,WALK,171.92
1448,Pinellas County,AUTO,2336.58
1448,Pinellas County,SCHOOL BUS,129.99
1449,Pinellas County,AUTO,2627.66
1450,Pinellas County,AUTO,994.53
1451,Pinellas County,AUTO,1024.15
1452,Pinellas County,AUTO,309.45
1453,Pinellas County,AUTO,3417.74
1453,Pinellas County,WALK,12811.56
1454,Pinellas County,AUTO,6818.24
1454,Pinellas County,WALK,171.92
1455,Pinellas County,AUTO,13860.3
1456,Pinellas County,AUTO,1770.66
1457,Pinellas County,AUTO,17515.61
1458,Pinellas County,AUTO,2466.56
1459,Pinellas County,AUTO,2184.57
1460,Pinellas County,AUTO,136.04
1461,Pinellas County,AUTO,41.84
1462,Pinellas County,AUTO,641.16
1463,Pinellas County,AUTO,12956.19
1463,Pinellas County,BIKE,22.73
1464,Pinellas County,AUTO,1684.9
1465,Pinellas County,AUTO,5569.25
1466,Pinellas County,AUTO,1247.25
1466,Pinellas County,TRANSIT,98.3
1466,Pinellas County,WALK,610.55
1467,Pinellas County,AUTO,1758.74
1468,Pinellas County,AUTO,1998.07
1468,Pinellas County,TRANSIT,81.66
1469,Pinellas County,AUTO,10092.84
1469,Pinellas County,BIKE,196.56
1469,Pinellas County,WALK,972.27
1470,Pinellas County,AUTO,7171.06
1471,Pinellas County,AUTO,9017.22
1471,Pinellas County,WALK,195.77
1472,Pinellas County,AUTO,171.81
1473,Pinellas County,AUTO,15204.01
1474,Pinellas County,AUTO,3428.21
1474,Pinellas County,WALK,2398.04
1475,Pinellas County,AUTO,317.69
1476,Pinellas County,AUTO,10529.18
1476,Pinellas County,TRANSIT,965.24
1477,Pinellas County,AUTO,1867.73
1478,Pinellas County,AUTO,4195.41
1478,Pinellas County,WALK,98.8
1479,Pinellas County,AUTO,183.46
1480,Pinellas County,AUTO,616.86
1480,Pinellas County,WALK,49.05
1481,Pinellas County,AUTO,5055.21
1481,Pinellas County,TRANSIT,138.93
1482,Pinellas County,AUTO,2817.01
1483,Pinellas County,AUTO,8800.62
1484,Pinellas County,AUTO,79.06
1485,Pinellas County,AUTO,7552.53
1486,Pinellas County,AUTO,1933.97
1486,Pinellas County,WALK,98.5
1487,Pinellas County,AUTO,13393.22
1488,Pinellas County,AUTO,906.63
1489,Pinellas County,AUTO,5151.5
1489,Pinellas County,TRANSIT,227.16
1489,Pinellas County,WALK,266.93
1490,Pinellas County,AUTO,7503.3
1490,Pinellas County,WALK,6074.61
1491,Pinellas County,AUTO,6047.6
1491,Pinellas County,OTHER,98.37
1491,Pinellas County,WALK,98.8
1492,Pinellas County,AUTO,463.84
1493,Pinellas County,AUTO,2174.14
1494,Pinellas County,AUTO,3341.89
1495,Pinellas County,AUTO,39.35
1495,Pinellas County,SHUTTLE VANPOOL,34.43
1496,Pinellas County,AUTO,6823.34
1496,Pinellas County,WALK,1489.54
1497,Pinellas County,AUTO,709.82
1497,Pinellas County,TNC,732.82
1497,Pinellas County,WALK,861.1
1498,Pinellas County,AUTO,1496.43
1498,Pinellas County,WALK,230.1
1499,Pinellas County,AUTO,4654.06
1499,Pinellas County,TRANSIT,1884.17
1499,Pinellas County,WALK,115.05
1500,Pinellas County,AUTO,305.1
1500,Pinellas County,WALK,115.05
1501,Pinellas County,AUTO,8468.35
1502,Pinellas County,AUTO,7827.87
1502,Pinellas County,BIKE,2020.98
1503,Pinellas County,AUTO,4823.92
1504,Pinellas County,AUTO,1.91
1506,Pinellas County,AUTO,325.55
1507,Pinellas County,AUTO,323.2
1508,Pinellas County,AUTO,77.31
1509,Pinellas County,AUTO,1199.36
1511,Pinellas County,AUTO,439.7
1511,Pinellas County,WALK,193.63
1512,Pinellas County,AUTO,8946.98
1512,Pinellas County,BIKE,49.11
1512,Pinellas County,WALK,99.43
1513,Pinellas County,AUTO,387.27
1513,Pinellas County,WALK,387.27
1514,Pinellas County,BIKE,24.55
1515,Pinellas County,AUTO,3359.69
1515,Pinellas County,WALK,330.55
1516,Pinellas County,AUTO,6872.81
1516,Pinellas County,WALK,3959.86
1517,Pinellas County,AUTO,652.04
1518,Pinellas County,AUTO,245.16
1518,Pinellas County,BIKE,24.55
1518,Pinellas County,WALK,4577.07
1519,Pinellas County,AUTO,5678.24
1519,Pinellas County,BIKE,18.28
1519,Pinellas County,WALK,24.92
1520,Pinellas County,AUTO,2867.98
1520,Pinellas County,SHUTTLE VANPOOL,34.43
1520,Pinellas County,WALK,158.18
1521,Pinellas County,AUTO,1559.25
1521,Pinellas County,TNC,39.75
1521,Pinellas County,TRANSIT,158.99
1521,Pinellas County,WALK,105.4
1522,Pinellas County,AUTO,322.84
1523,Pinellas County,AUTO,116.14
1523,Pinellas County,WALK,250.55
1524,Pinellas County,AUTO,6527.8
1524,Pinellas County,TNC,39.75
1524,Pinellas County,WALK,197.92
1525,Pinellas County,AUTO,997.86
1526,Pinellas County,AUTO,253.04
1527,Pinellas County,AUTO,261.94
1527,Pinellas County,SHUTTLE VANPOOL,68.86
1528,Pinellas County,AUTO,1635.35
1528,Pinellas County,SHUTTLE VANPOOL,68.86
1529,Pinellas County,AUTO,10.75
1530,Pinellas County,AUTO,319.74
1530,Pinellas County,TRANSIT,132.54
1530,Pinellas County,WALK,415.88
1531,Pinellas County,AUTO,6577.87
1531,Pinellas County,WALK,4376.61
1532,Pinellas County,AUTO,8917.72
1532,Pinellas County,BIKE,2067.38
1532,Pinellas County,WALK,2190.68
1533,Pinellas County,AUTO,2073.53
1533,Pinellas County,BIKE,651.13
1534,Pinellas County,AUTO,18119.73
1534,Pinellas County,BIKE,32.12
1534,Pinellas County,WALK,111.46
1535,Pinellas County,AUTO,8886.01
1535,Pinellas County,TRANSIT,336.27
1536,Pinellas County,AUTO,7885.81
1536,Pinellas County,OTHER,277.81
1536,Pinellas County,WALK,437.47
1537,Pinellas County,AUTO,2766.51
1537,Pinellas County,WALK,9.23
1538,Pinellas County,AUTO,2338.88
1538,Pinellas County,WALK,39.77
1539,Pinellas County,AUTO,611.47
1539,Pinellas County,WALK,204.04
1540,Pinellas County,AUTO,669.94
1541,Pinellas County,AUTO,1470.43
1541,Pinellas County,WALK,82.09
1544,Pinellas County,AUTO,6233.17
1544,Pinellas County,WALK,79.05
1545,Pinellas County,AUTO,4592.32
1546,Pinellas County,AUTO,1499.93
1546,Pinellas County,SCHOOL BUS,129.99
1546,Pinellas County,WALK,323.2
1547,Pinellas County,AUTO,7255.63
1548,Pinellas County,AUTO,4983.48
1549,Pinellas County,AUTO,7122.54
1549,Pinellas County,WALK,10758.1
1550,Pinellas County,AUTO,1691.45
1551,Pinellas County,AUTO,1305.64
1551,Pinellas County,TRANSIT,1849.76
1551,Pinellas County,WALK,2774.64
1552,Pinellas County,AUTO,2632.7
1553,Pinellas County,AUTO,5076.29
1554,Pinellas County,AUTO,4003.23
1555,Pinellas County,AUTO,880.87
1556,Pinellas County,AUTO,786.06
1557,Pinellas County,AUTO,5921.32
1558,Pinellas County,AUTO,8773.33
1559,Pinellas County,AUTO,123.14
1560,Pinellas County,AUTO,16966.22
1561,Pinellas County,AUTO,3805.59
1561,Pinellas County,TRANSIT,2774.64
1561,Pinellas County,WALK,106.29
1562,Pinellas County,AUTO,654.21
1562,Pinellas County,TRANSIT,151.68
1562,Pinellas County,WALK,354.81
1563,Pinellas County,AUTO,848.7
1563,Pinellas County,TRANSIT,99.54
1563,Pinellas County,WALK,54.34
1564,Pinellas County,AUTO,2815.3
1565,Pinellas County,AUTO,1241.13
1567,Pinellas County,AUTO,432.08
1568,Pinellas County,AUTO,3033.66
1569,Pinellas County,AUTO,2127.95
1570,Pinellas County,AUTO,1203.52
1571,Pinellas County,AUTO,645.82
1572,Pinellas County,AUTO,1150.04
1572,Pinellas County,BIKE,54.34
1572,Pinellas County,WALK,54.34
1573,Pinellas County,AUTO,750.99
1573,Pinellas County,SCHOOL BUS,82.32
1574,Pinellas County,AUTO,1457.86
1574,Pinellas County,WALK,401.7
1575,Pinellas County,AUTO,1222.49
1576,Pinellas County,AUTO,568.16
1577,Pinellas County,AUTO,474.13
1578,Pinellas County,AUTO,77.75
1579,Pinellas County,AUTO,727.02
1579,Pinellas County,WALK,196.58
1581,Pinellas County,AUTO,668.05
1582,Pinellas County,AUTO,3409.72
1582,Pinellas County,WALK,196.8
1583,Pinellas County,AUTO,951.31
1584,Pinellas County,AUTO,8946.72
1585,Pinellas County,AUTO,300.04
1586,Pinellas County,AUTO,704.62
1587,Pinellas County,AUTO,3825.19
1587,Pinellas County,SHUTTLE VANPOOL,1421.08
1587,Pinellas County,WALK,119.6
1588,Pinellas County,AUTO,207.51
1589,Pinellas County,AUTO,3924.18
1589,Pinellas County,WALK,3444.39
1590,Pinellas County,AUTO,1000.7
1592,Pinellas County,AUTO,1437.41
1592,Pinellas County,WALK,39.29
1593,Pinellas County,AUTO,906.89
1593,Pinellas County,WALK,46.16
1594,Pinellas County,BIKE,733.06
1595,Pinellas County,AUTO,4270.22
1595,Pinellas County,BIKE,518.67
1595,Pinellas County,SHUTTLE VANPOOL,34.43
1596,Pinellas County,AUTO,288.12
1596,Pinellas County,BIKE,911.46
1596,Pinellas County,SHUTTLE VANPOOL,137.72
1596,Pinellas County,TRANSIT,34.43
1597,Pinellas County,AUTO,8489.86
1598,Pinellas County,AUTO,5080.46
1599,Pinellas County,AUTO,2087.43
1599,Pinellas County,WALK,201.63
1600,Pinellas County,AUTO,1066.92
1600,Pinellas County,WALK,3.66
1601,Pinellas County,AUTO,1031.35
1602,Pinellas County,AUTO,5403.4
1602,Pinellas County,WALK,2331
1603,Pinellas County,AUTO,9260.15
1603,Pinellas County,OTHER,98.37
1603,Pinellas County,TRANSIT,237.56
1604,Pinellas County,AUTO,318.54
1605,Pinellas County,AUTO,288.64
1606,Pinellas County,AUTO,321.54
1607,Pinellas County,AUTO,6.78
1608,Pinellas County,AUTO,4403.78
1609,Pinellas County,AUTO,633.61
1610,Pinellas County,AUTO,5342.18
1610,Pinellas County,BIKE,54.34
1610,Pinellas County,WALK,116.65
1611,Pinellas County,AUTO,3522.42
1611,Pinellas County,BIKE,115.49
1612,Pinellas County,AUTO,10186.43
1612,Pinellas County,SCHOOL BUS,36.14
1613,Pinellas County,AUTO,15380.32
1613,Pinellas County,BIKE,2769.36
1613,Pinellas County,TRANSIT,1437.88
1613,Pinellas County,WALK,5453.07
1614,Pinellas County,AUTO,3716.18
1614,Pinellas County,WALK,394.7
1615,Pinellas County,AUTO,3810.66
1616,Pinellas County,AUTO,39.31
1617,Pinellas County,AUTO,1538.35
1618,Pinellas County,AUTO,598.6
1619,Pinellas County,AUTO,1535.93
1620,Pinellas County,AUTO,761.71
1621,Pinellas County,AUTO,374.27
1622,Pinellas County,AUTO,1623.44
1622,Pinellas County,SCHOOL BUS,431.94
1623,Pinellas County,AUTO,5005.4
1623,Pinellas County,BIKE,54.34
1623,Pinellas County,SCHOOL BUS,381.43
1624,Pinellas County,AUTO,621.52
1625,Pinellas County,AUTO,1860.3
1626,Pinellas County,AUTO,1423.2
1627,Pinellas County,AUTO,483.86
1628,Pinellas County,AUTO,13863.32
1628,Pinellas County,TRANSIT,121.91
1629,Pinellas County,AUTO,8316.37
1630,Pinellas County,AUTO,7778.48
1631,Pinellas County,AUTO,842.51
1631,Pinellas County,BIKE,111.11
1631,Pinellas County,SHUTTLE VANPOOL,34.43
1631,Pinellas County,WALK,202.63
1632,Pinellas County,AUTO,3617.18
1633,Pinellas County,AUTO,3042.15
1633,Pinellas County,TRANSIT,100.71
1633,Pinellas County,WALK,223.1
1634,Pinellas County,AUTO,3119.91
1634,Pinellas County,TRANSIT,1722.19
1634,Pinellas County,WALK,2574.61
1635,Pinellas County,AUTO,5828
1636,Pinellas County,AUTO,40.72
1637,Pinellas County,AUTO,3033.92
1638,Pinellas County,AUTO,268.37
1639,Pinellas County,AUTO,1541.29
1640,Pinellas County,AUTO,6713.94
1640,Pinellas County,BIKE,567.08
1641,Pinellas County,AUTO,3976.93
1642,Pinellas County,AUTO,1760.79
1643,Pinellas County,AUTO,2466.89
1643,Pinellas County,WALK,98.8
1644,Pinellas County,AUTO,31.31
1645,Pinellas County,AUTO,4555.48
1645,Pinellas County,TRANSIT,2410.74
1645,Pinellas County,WALK,1177.34
1646,Pinellas County,AUTO,580.72
1646,Pinellas County,OTHER,991.53
1646,Pinellas County,WALK,103.02
1647,Pinellas County,AUTO,3473.98
1647,Pinellas County,TRANSIT,1145.25
1647,Pinellas County,WALK,201.13
1648,Pinellas County,AUTO,4956.17
1648,Pinellas County,OTHER,1235.98
1648,Pinellas County,WALK,103.02
1649,Pinellas County,AUTO,68.86
1650,Pinellas County,AUTO,2737.49
1651,Pinellas County,AUTO,994.08
1652,Pinellas County,AUTO,6544.45
1652,Pinellas County,BIKE,9654.11
1652,Pinellas County,TRANSIT,1128.06
1653,Pinellas County,AUTO,1183.37
1653,Pinellas County,TRANSIT,292.8
1653,Pinellas County,WALK,165.85
1654,Pinellas County,AUTO,457.55
1655,Pinellas County,AUTO,195.38
1656,Pinellas County,AUTO,1161.22
1657,Pinellas County,AUTO,4475.5
1657,Pinellas County,CAR SHARE,1.2
1657,Pinellas County,TRANSIT,194.53
1657,Pinellas County,WALK,156.34
1658,Pinellas County,AUTO,1595.54
1659,Pinellas County,AUTO,381.43
1659,Pinellas County,SCHOOL BUS,381.43
1659,Pinellas County,SHUTTLE VANPOOL,68.86
1660,Pinellas County,AUTO,3065.86
1660,Pinellas County,CAR SHARE,1.2
1661,Pinellas County,AUTO,195.66
1661,Pinellas County,WALK,861.1
1662,Pinellas County,AUTO,1696.31
1663,Pinellas County,AUTO,213.98
1665,Pinellas County,AUTO,224.11
1665,Pinellas County,WALK,99.86
1666,Pinellas County,AUTO,8254.05
1666,Pinellas County,BIKE,6757.88
1667,Pinellas County,AUTO,3572.87
1667,Pinellas County,TRANSIT,1514.38
1667,Pinellas County,WALK,2119.9
1668,Pinellas County,AUTO,6918.83
1668,Pinellas County,BIKE,13.09
1668,Pinellas County,WALK,179.09
1669,Pinellas County,AUTO,4106.44
1669,Pinellas County,OTHER,138.93
1669,Pinellas County,WALK,231.01
1670,Pinellas County,AUTO,1120.94
1671,Pinellas County,AUTO,4850.57
1671,Pinellas County,TRANSIT,926.08
1671,Pinellas County,WALK,432.36
1672,Pinellas County,AUTO,7426.27
1672,Pinellas County,WALK,8701.19
1673,Pinellas County,AUTO,522.52
1673,Pinellas County,BIKE,189.24
1673,Pinellas County,TAXI NOT TNC,315.06
1673,Pinellas County,TRANSIT,589.5
1673,Pinellas County,WALK,178.25
1674,Pinellas County,AUTO,1746.79
1674,Pinellas County,BIKE,4.36
1674,Pinellas County,WALK,216.21
1675,Pinellas County,AUTO,466.22
1675,Pinellas County,WALK,1491.94
1676,Pinellas County,AUTO,840.28
1676,Pinellas County,WALK,115.86
1677,Pinellas County,AUTO,9047.3
1677,Pinellas County,TRANSIT,140.69
1677,Pinellas County,WALK,656.23
1678,Pinellas County,AUTO,1180.46
1678,Pinellas County,BIKE,60.81
1678,Pinellas County,WALK,338.42
1679,Pinellas County,AUTO,1420.3
1679,Pinellas County,BIKE,606.67
1679,Pinellas County,TNC,179.33
1679,Pinellas County,TRANSIT,444.56
1679,Pinellas County,WALK,288.08
1680,Pinellas County,AUTO,725.93
1680,Pinellas County,OTHER,98.3
1680,Pinellas County,WALK,162.32
1681,Pinellas County,AUTO,1956.94
1681,Pinellas County,BIKE,1233.64
1681,Pinellas County,WALK,460.52
1682,Pinellas County,AUTO,3857.11
1682,Pinellas County,WALK,98.8
1684,Pinellas County,AUTO,554.29
1684,Pinellas County,WALK,118.41
1685,Pinellas County,AUTO,2396.33
1686,Pinellas County,AUTO,11369.53
1687,Pinellas County,AUTO,1594.59
1687,Pinellas County,TNC,98.83
1688,Pinellas County,AUTO,2939.42
1688,Pinellas County,SHUTTLE VANPOOL,309.86
1688,Pinellas County,WALK,116.13
1689,Pinellas County,AUTO,8219.96
1689,Pinellas County,TRANSIT,115.48
1689,Pinellas County,WALK,230.95
1690,Pinellas County,AUTO,530.9
1691,Pinellas County,AUTO,239.83
1692,Pinellas County,AUTO,1137.6
1693,Pinellas County,AUTO,6033.16
1693,Pinellas County,TRANSIT,3218.2
1693,Pinellas County,WALK,8048.09
1695,Pinellas County,AUTO,2369.88
1695,Pinellas County,WALK,839.02
1696,Pinellas County,AUTO,165.74
1697,Pinellas County,AUTO,195.31
1697,Pinellas County,TRANSIT,33.39
1698,Pinellas County,AUTO,612.53
1698,Pinellas County,WALK,215.92
1699,Pinellas County,AUTO,3057.4
1699,Pinellas County,BIKE,674.93
1699,Pinellas County,TRANSIT,1145.25
1699,Pinellas County,WALK,5306.6
1700,Pinellas County,AUTO,1000.48
1700,Pinellas County,BIKE,533.57
1700,Pinellas County,WALK,2267.73
1701,Pinellas County,AUTO,1771.02
1701,Pinellas County,BIKE,3861.64
1701,Pinellas County,TRANSIT,39.75
1701,Pinellas County,WALK,31.14
1702,Pinellas County,AUTO,3460.47
1702,Pinellas County,WALK,1950.68
1703,Pinellas County,AUTO,60.01
1703,Pinellas County,WALK,982.86
1704,Pinellas County,AUTO,263.14
1704,Pinellas County,OTHER,1938.51
1704,Pinellas County,TRANSIT,1.2
1704,Pinellas County,WALK,18.45
1705,Pinellas County,AUTO,3587.08
1705,Pinellas County,TRANSIT,974.64
1706,Pinellas County,AUTO,2452.8
1706,Pinellas County,WALK,3131.03
1707,Pinellas County,AUTO,1996.48
1707,Pinellas County,TRANSIT,39.75
1707,Pinellas County,WALK,8755.24
1708,Pinellas County,AUTO,804.85
1708,Pinellas County,WALK,924.88
1709,Pinellas County,AUTO,4269.36
1709,Pinellas County,BIKE,8.73
1709,Pinellas County,WALK,723.02
1710,Pinellas County,AUTO,2174.42
1710,Pinellas County,WALK,465.29
1711,Pinellas County,AUTO,636.46
1711,Pinellas County,WALK,2407.98
1712,Pinellas County,AUTO,6046.45
1712,Pinellas County,WALK,2283.99
1713,Pinellas County,AUTO,733.45
1713,Pinellas County,TNC,75.45
1713,Pinellas County,WALK,202.72
1714,Pinellas County,AUTO,410.71
1714,Pinellas County,WALK,195.77
1715,Pinellas County,AUTO,6564.7
1715,Pinellas County,WALK,837.92
1716,Pinellas County,AUTO,15676.7
1716,Pinellas County,TRANSIT,79.5
1716,Pinellas County,WALK,424.07
1717,Pinellas County,AUTO,118.41
1717,Pinellas County,WALK,118.41
1718,Pinellas County,AUTO,1711.89
1718,Pinellas County,TNC,79.5
1719,Pinellas County,AUTO,143.87
1719,Pinellas County,TRANSIT,469.74
1720,Pinellas County,AUTO,559.83
1720,Pinellas County,BIKE,68.48
1720,Pinellas County,WALK,22.83
1721,Pinellas County,AUTO,4526.28
